task,size,cpu_time_ms,cpu_std_ms,gpu_time_ms,gpu_std_ms,speedup,optimal_device,label,num_cpu_threads
VectorAddition,1000000,194.58452852189455,12.382584120036517,0.8990931804765561,0.01688936884169357,216.4230946771911,GPU,1,1
VectorAddition,1258925,212.46323091050215,16.45899826165328,1.0446993169862508,0.01564841017472338,203.3726139722348,GPU,1,1
VectorAddition,1584893,298.16908329621543,20.016941650169514,1.1808082057240794,0.01899813504133226,252.5127127765649,GPU,1,1
VectorAddition,1995262,402.5237266916606,30.64833269846341,1.4912752478755151,0.030017879463712833,269.91913616557355,GPU,1,1
VectorAddition,2511886,496.5283869572309,35.98790867693841,1.8312884005404244,0.02439479549387151,271.13609566396116,GPU,1,1
VectorAddition,3162277,603.4154454354506,37.24445405188275,2.2623539192932167,0.0389040806085943,266.7201803791884,GPU,1,1
VectorAddition,3981071,734.4380585193514,58.99459067593288,2.387278923591892,0.04777044482865386,307.646522264905,GPU,1,1
VectorAddition,5011872,1009.235027061875,76.35750884494418,2.8705756857596714,0.062334181109031765,351.5793128425354,GPU,1,1
VectorAddition,6309573,204.2502025293023,16.67043973056917,7.195197337991628,0.05924496746738029,28.387018859209494,GPU,1,1
VectorAddition,7943282,237.09778479045468,17.498913177335226,7.928091278424049,0.08616700295033017,29.90603620264891,GPU,1,1
VectorAddition,1000,17.257263141003918,0.6861120787358292,0.03536485621402366,0.0016342095999814057,487.9777549939729,GPU,1,2
VectorAddition,1258,20.985205246314504,1.1340366542512548,0.0402697056256663,0.00216496654736904,521.116430335646,GPU,1,2
VectorAddition,1584,31.04764009408165,0.982341084142983,0.05290794497040382,0.0022291287921646454,586.8237768722522,GPU,1,2
VectorAddition,1995,34.2181937133945,1.2451648691110744,0.059658864690243535,0.0031476604820281314,573.5642790230713,GPU,1,2
VectorAddition,2511,45.687865748204956,1.7677133519746469,0.07306336958040185,0.003710670029263133,625.318350502959,GPU,1,2
VectorAddition,3162,52.27919897673241,2.025809271370805,0.0839401969014282,0.0046112402087938745,622.81482420305,GPU,1,2
VectorAddition,3981,64.43528907924437,3.5162886260060064,0.10292501605908676,0.0052284082678060026,626.0410884196864,GPU,1,2
VectorAddition,5011,90.58779106028479,3.116011441795551,0.13093742982414383,0.005141364949188956,691.8403025166232,GPU,1,2
VectorAddition,6309,102.06331063431078,4.003588388183599,0.15642043729697722,0.007471906499773414,652.4934490531764,GPU,1,2
VectorAddition,7943,145.40668128546932,6.829595253817822,0.1918040282315492,0.007873053906956745,758.1002475606603,GPU,1,2
VectorAddition,10000,179.9725909947937,8.621053021438122,0.22820510907470173,0.00968736890625943,788.6440041790678,GPU,1,2
VectorAddition,12589,243.11832575130066,8.914119704442488,0.2427170870683224,0.013730499769143608,1001.6531126334147,GPU,1,2
VectorAddition,15848,272.9918114971142,14.01013952903291,0.3360770025803889,0.01594527297414657,812.289473546513,GPU,1,2
VectorAddition,19952,337.6356966801428,13.90680648901212,0.3935581844742764,0.020840031084852866,857.9054127184878,GPU,1,2
VectorAddition,25118,475.3586667816532,18.638121085486294,0.45340653748868676,0.02461220123624454,1048.4159964136252,GPU,1,2
VectorAddition,31622,612.6353666558708,20.912702180646004,0.5406678905206352,0.02248134969044614,1133.1084708321307,GPU,1,2
VectorAddition,39810,729.070667403582,32.74222464146549,0.6758824980304556,0.02674318721348192,1078.6944025449964,GPU,1,2
VectorAddition,50118,888.0143888144764,33.191989769760845,0.7351007953644173,0.042067002699885066,1208.0171786159667,GPU,1,2
VectorAddition,63095,94.39725841362784,2.4976410242388227,0.2521920813483742,0.08591249524144069,374.30698818504516,GPU,1,2
VectorAddition,79432,136.5037074325136,2.9862637309810705,0.2759737004901826,0.1255533754994815,494.62578205842317,GPU,1,2
VectorAddition,100000,148.25100561655412,4.704117528741381,0.3499191284147881,0.12027628733870666,423.672196167624,GPU,1,2
VectorAddition,125892,221.0337295463223,4.334387109577111,0.4669480476394367,0.15328304580582738,473.35829042163147,GPU,1,2
VectorAddition,158489,252.14072586471272,5.869323848325362,0.48166596547215745,0.20144768173343827,523.4763174880947,GPU,1,2
VectorAddition,199526,346.0137595071388,9.425075445334702,0.5912375715973938,0.2441425292691839,585.2364195534559,GPU,1,2
VectorAddition,251188,379.7819629811642,10.447337984681191,0.7650414776517934,0.28370998060585706,496.42009495597694,GPU,1,2
VectorAddition,316227,513.5075334875922,11.33618708938927,0.8214268737870299,0.2806956509842614,625.1408979598694,GPU,1,2
VectorAddition,398107,574.8619349972405,16.007939619558883,0.9947004404416431,0.391896827841987,577.9246812658533,GPU,1,2
VectorAddition,501187,736.9888457326872,18.658114538140524,1.1873719524507451,0.41757779051028854,620.689114486439,GPU,1,2
VectorAddition,630957,105.48264310016506,6.082456781635759,0.6207194150395303,0.02532490168717876,169.93611049438084,GPU,1,2
VectorAddition,794328,138.73134967081333,7.647181850711133,0.7462553152390041,0.026892253792871218,185.90333206053168,GPU,1,2
VectorAddition,1000000,200.04962428415078,8.900233481868211,0.9155810033719692,0.04540802852825645,218.49473017394777,GPU,1,2
VectorAddition,1258925,245.97710257599974,12.351841866694567,0.9685127150879851,0.038481875067129474,253.97405603875197,GPU,1,2
VectorAddition,1584893,262.9546404139289,11.474919829253414,1.2742158310869691,0.061075051212206466,206.36585576684885,GPU,1,2
VectorAddition,1995262,348.54729173985237,18.06117983976986,1.4245026344163307,0.0675335803785501,244.67999097991458,GPU,1,2
VectorAddition,2511886,428.26696126911224,18.652489766086077,1.6598433382318698,0.09732250162661416,258.0164955358492,GPU,1,2
VectorAddition,3162277,545.3860863134257,28.608235467020148,2.1819454336131106,0.11000448003511858,249.95404463910637,GPU,1,2
VectorAddition,3981071,693.8721851583732,36.555081114096595,2.5041154439448228,0.13040947869545771,277.09273022384764,GPU,1,2
VectorAddition,5011872,966.1167974743945,49.35481788270844,3.4076114620704483,0.163632136567013,283.5172989139397,GPU,1,2
VectorAddition,6309573,202.9850658233217,10.419019151936324,7.600469297590002,0.04301419001659888,26.70691214918601,GPU,1,2
VectorAddition,7943282,230.71982435187144,15.021517681447618,8.844259967262085,0.049956534546987,26.08695642212056,GPU,1,2
VectorAddition,1000,17.60965963583921,0.6716542681121731,0.034190019883372356,0.0023501266781508667,515.0526292733548,GPU,1,3
VectorAddition,1258,21.987956846944293,0.7261489566271158,0.04086902381442389,0.002397203995637975,538.0103265198151,GPU,1,3
VectorAddition,1584,28.196401546578844,0.9639773718313625,0.05189978977384685,0.003080051223722824,543.2854674256787,GPU,1,3
VectorAddition,1995,36.792732920990645,1.061567719089908,0.057408687970807885,0.0037485954955485123,640.8913741366049,GPU,1,3
VectorAddition,2511,46.813050655533594,1.306500707790118,0.06866893997580595,0.004174410855982358,681.720886794338,GPU,1,3
VectorAddition,3162,64.65194871562291,1.722404355888581,0.08461418052977823,0.005281918507536834,764.0793577486693,GPU,1,3
VectorAddition,3981,72.81391534127837,2.616392296634515,0.09701253224676289,0.006425273237799461,750.5619496259261,GPU,1,3
VectorAddition,5011,89.98133832468248,2.916598245422921,0.13102582600898174,0.008144007750787293,686.7450567990643,GPU,1,3
VectorAddition,6309,111.96605520632293,3.4259265576407554,0.1488916642902683,0.009989650756273002,751.9968007614053,GPU,1,3
VectorAddition,7943,162.49169642554241,5.335697494383224,0.1576702943704604,0.008422765556783311,1030.5790134681533,GPU,1,3
VectorAddition,10000,183.32319132717453,5.955509890887171,0.20996952567527838,0.012297589284009569,873.0942775509582,GPU,1,3
VectorAddition,12589,237.2439137096224,6.138201179508344,0.27354241690434233,0.015584830748028793,867.3021039826028,GPU,1,3
VectorAddition,15848,290.9053092630995,7.618106476369356,0.2961236219855742,0.018881793703934627,982.3779248427237,GPU,1,3
VectorAddition,19952,383.991735250823,12.616682254788296,0.38059123427774233,0.02311850730238487,1008.9347853203553,GPU,1,3
VectorAddition,25118,472.6208083221886,17.070577591786655,0.4247480442453229,0.030692036166336534,1112.7086156733794,GPU,1,3
VectorAddition,31622,612.213889773197,21.51998143622645,0.532704786555308,0.026905691156918723,1149.2554698673316,GPU,1,3
VectorAddition,39810,816.7544383539076,20.7059898369317,0.692973538856032,0.031114793990264598,1178.622837030999,GPU,1,3
VectorAddition,50118,1008.0692638651668,26.958382295044945,0.7748021980201449,0.046838322534439134,1301.0666031163698,GPU,1,3
VectorAddition,63095,111.8208640220002,5.663282657228238,0.23576173789104554,0.008510084013320202,474.2960627210717,GPU,1,3
VectorAddition,79432,146.06126489500414,6.449653870360346,0.2943769648412803,0.011382942818834377,496.1708365114649,GPU,1,3
VectorAddition,100000,187.20596190013526,9.149293620199073,0.3417665188060852,0.014252806790753041,547.7598055950998,GPU,1,3
VectorAddition,125892,233.21985883225292,11.576791454882057,0.4185310093991731,0.013282284046274018,557.2343592104545,GPU,1,3
VectorAddition,158489,292.78953459189887,10.415709690431944,0.45418985250050675,0.01781058353254319,644.641294780077,GPU,1,3
VectorAddition,199526,333.88115941928424,17.605647479126773,0.5407567332387466,0.020777348980550853,617.4331985097524,GPU,1,3
VectorAddition,251188,451.41131690318565,17.596904312436447,0.717572043333911,0.029929099798716285,629.0815272092873,GPU,1,3
VectorAddition,316227,548.2292539366587,24.9749188044155,0.92304371456013,0.03338121287489704,593.9363924902663,GPU,1,3
VectorAddition,398107,761.5379095141803,30.730009497794086,0.9453341139376727,0.04320644256925243,805.5754026923751,GPU,1,3
VectorAddition,501187,809.2166151405879,37.52923059417693,1.2035973976553307,0.043731678739902136,672.331642388878,GPU,1,3
VectorAddition,630957,109.77531159549697,8.852092632101455,0.7476001605634119,0.050634003180154326,146.83692886417694,GPU,1,3
VectorAddition,794328,160.43200295442477,9.392380155622469,0.814521306335855,0.07298644406722027,196.9647714632933,GPU,1,3
VectorAddition,1000000,187.57987433281406,14.704598431099313,0.989795154735676,0.08602881455770488,189.51383368097726,GPU,1,3
VectorAddition,1258925,258.44397206910037,14.03538197433783,1.2184654908539387,0.07943710991836588,212.10610723819084,GPU,1,3
VectorAddition,1584893,316.6206115963672,22.919448954910617,1.3714213891465974,0.11446333153691407,230.8704050426052,GPU,1,3
VectorAddition,1995262,357.8858881675667,21.12768418926368,1.720351541833552,0.12776875709191485,208.03067249042113,GPU,1,3
VectorAddition,2511886,432.96717022583033,29.562044466034,2.1239455112747874,0.18219358106734918,203.85041326505802,GPU,1,3
VectorAddition,3162277,563.1020292684026,32.95976488939991,2.655584916810136,0.20301920915982322,212.04444478649756,GPU,1,3
VectorAddition,3981071,711.2323381229331,47.02165219894675,3.1528453304087014,0.24694448177982295,225.58427819570093,GPU,1,3
VectorAddition,5011872,935.6908532661429,72.33538612754437,4.19140635309192,0.3061263489993201,223.24030992029722,GPU,1,3
VectorAddition,6309573,183.5397774237181,15.962184708308687,6.759954258708382,0.11900373295703107,27.151038364982497,GPU,1,3
VectorAddition,7943282,246.83977128577362,16.824082649263417,7.796683407618874,0.13503025042877154,31.659586311349162,GPU,1,3
VectorAddition,1000,17.500664185601583,0.46291627310864886,0.03979711670414865,0.0034015038969779188,439.74703784953414,GPU,1,4
VectorAddition,1258,21.70477955469664,0.5777839141068172,0.04555156332192427,0.00426207594201688,476.48813721943077,GPU,1,4
VectorAddition,1584,31.123109219506446,0.8596212174239471,0.051095333775444174,0.005902364859122208,609.1184247134491,GPU,1,4
VectorAddition,1995,38.5669956654697,1.0747819912968741,0.07292571790967127,0.007583420353764308,528.8531504515366,GPU,1,4
VectorAddition,2511,48.529841798114575,1.482273262043246,0.08008465719439341,0.008760819998483958,605.9817635270101,GPU,1,4
VectorAddition,3162,54.5254974419307,1.518008688359202,0.1045885884779141,0.007681297968192817,521.3331419368454,GPU,1,4
VectorAddition,3981,69.0176535132266,2.100761627733259,0.12512067785648073,0.011231389801214808,551.6086924688266,GPU,1,4
VectorAddition,5011,96.13325591510991,2.7393509734948664,0.13470645496066908,0.010695418328316412,713.6499579265034,GPU,1,4
VectorAddition,6309,124.95908366877109,2.7164368798431733,0.1824280146047879,0.01349512528720838,684.9774906528609,GPU,1,4
VectorAddition,7943,141.9472452328893,3.3608571571400288,0.2110785560506459,0.016453627945885455,672.4853906942146,GPU,1,4
VectorAddition,10000,192.62836323524536,5.579727055118361,0.24141775053051504,0.023674044353263646,797.9047224652905,GPU,1,4
VectorAddition,12589,208.82831250473043,6.297948049275212,0.30040104491058967,0.030110921134217362,695.1650669753342,GPU,1,4
VectorAddition,15848,287.06680802797166,8.306206825146704,0.3656161796732388,0.028719371818213005,785.1589289197517,GPU,1,4
VectorAddition,19952,383.76942784513494,11.081100279826224,0.43227342885648057,0.047242331327274,887.7932397102079,GPU,1,4
VectorAddition,25118,417.9549493576851,12.535441549315305,0.4592721913633729,0.05689420995411157,910.0375707855609,GPU,1,4
VectorAddition,31622,588.3418293810464,14.317692882138516,0.5680303978701455,0.0558693472112203,1035.7576488636162,GPU,1,4
VectorAddition,39810,777.6733238229729,19.91345734670974,0.6964610117264768,0.06341832134787374,1116.6071190333778,GPU,1,4
VectorAddition,50118,904.9303180230467,26.22500304040168,0.9556791006183062,0.078993058269662,946.8976745829997,GPU,1,4
VectorAddition,63095,117.68956432142578,6.230597355943537,0.5121361364060146,0.08831804113144975,229.80132811429473,GPU,1,4
VectorAddition,79432,157.62319394912603,9.610902991786883,0.6902199873566592,0.08311518007719014,228.36660316485006,GPU,1,4
VectorAddition,100000,190.20368162170755,9.452952971768106,0.7033597621050198,0.12456888799360702,270.42161333264886,GPU,1,4
VectorAddition,125892,242.36978178305282,15.124868778834198,0.9660456023225755,0.1391845258825962,250.88855143105584,GPU,1,4
VectorAddition,158489,276.17304832829245,20.015357650307106,1.2124580980259494,0.1474247977250254,227.77945792761057,GPU,1,4
VectorAddition,199526,342.2269615682546,21.924019602749965,1.3356094192086299,0.19583737442735125,256.2328152574947,GPU,1,4
VectorAddition,251188,518.5673805066522,26.65687140808372,1.7672237467915015,0.22219356170020044,293.43617719496,GPU,1,4
VectorAddition,316227,593.5022970869991,30.801394174026704,1.8835774684324154,0.29934464494717816,315.0931177685695,GPU,1,4
VectorAddition,398107,780.150935837718,44.81187618306116,2.2921628177812,0.40649714851973395,340.3558114571021,GPU,1,4
VectorAddition,501187,1015.3790566182156,64.05755875507778,2.7335485547192935,0.46558522264151797,371.4508947957884,GPU,1,4
VectorAddition,630957,124.28772736964487,8.104598813925167,0.8861529928342079,0.13874771429933513,140.25538295834443,GPU,1,4
VectorAddition,794328,156.0605613826669,12.82631345365441,1.0589486737501772,0.22637623678165464,147.3731118902974,GPU,1,4
VectorAddition,1000000,181.7630044614175,12.60687811535313,1.2421216028102833,0.25458064400883545,146.33269725780565,GPU,1,4
VectorAddition,1258925,253.45936634070415,20.64959574480607,1.4982595622147827,0.3378903648526697,169.16919653496564,GPU,1,4
VectorAddition,1584893,314.6840807456594,21.4785290957664,1.8164550252471563,0.28690570337981125,173.2407774328692,GPU,1,4
VectorAddition,1995262,403.0984010948904,35.1629464661506,2.3639094885970935,0.46513297697919775,170.52192693473924,GPU,1,4
VectorAddition,2511886,495.24007703819456,33.972837267168146,3.0287091722209554,0.5063015045360251,163.5152300460181,GPU,1,4
VectorAddition,3162277,544.9675786378333,48.47747072741819,3.412811555451095,0.7221537731185929,159.68288016588164,GPU,1,4
VectorAddition,3981071,797.9746041524048,52.50856486305487,4.291228086112891,0.6632401997858209,185.954833474077,GPU,1,4
VectorAddition,5011872,962.4510014615587,80.65670490947247,4.792176606270756,0.7357273332219583,200.83796582165874,GPU,1,4
VectorAddition,6309573,179.5934273817994,13.10089597602448,6.473983449494349,0.1388929168121988,27.740791860662934,GPU,1,4
VectorAddition,7943282,241.11192259007865,20.656747004450665,9.196045374306442,0.12789498214644315,26.219087964022048,GPU,1,4
VectorAddition,1000,20.247506752114873,0.6334745461829645,0.03537421614512566,0.0020853505992524364,572.3803650955202,GPU,1,6
VectorAddition,1258,21.714327922259002,0.6515320559164496,0.04165928657741526,0.0020085902424400058,521.2361926051558,GPU,1,6
VectorAddition,1584,29.91977713216099,0.9651492799602613,0.04443853151603748,0.0028990343594118813,673.2845598501202,GPU,1,6
VectorAddition,1995,36.169229849511304,1.1801418641085044,0.05551949765962937,0.002931351764720033,651.4689680957166,GPU,1,6
VectorAddition,2511,48.05683520019012,1.2503189137012478,0.06844507180826358,0.00385880274607192,702.1226500399124,GPU,1,6
VectorAddition,3162,64.54003183851593,1.75842232791456,0.07802320507237115,0.005362273235712596,827.1902157653127,GPU,1,6
VectorAddition,3981,77.82533700955683,2.1495591169254196,0.09131383865701347,0.007111495708479799,852.2841461290311,GPU,1,6
VectorAddition,5011,103.59935487529495,2.654160574863002,0.12062349098907124,0.007071879384641278,858.8654997945739,GPU,1,6
VectorAddition,6309,122.1861901664564,3.224056588662726,0.14722467654647295,0.009270957141812211,829.930097539641,GPU,1,6
VectorAddition,7943,141.30249031873637,4.165223271578086,0.16695530387589175,0.010558623791908516,846.3492146603219,GPU,1,6
VectorAddition,10000,174.89757686659925,6.0084714439659574,0.20421423459645724,0.011046159668341639,856.4416540904217,GPU,1,6
VectorAddition,12589,217.99034641275387,7.8095593895143836,0.23296802911374392,0.015898646725738128,935.7092784019846,GPU,1,6
VectorAddition,15848,277.97207613175186,9.008838580354256,0.2924375237735651,0.020234930253085724,950.534912704931,GPU,1,6
VectorAddition,19952,402.923488376715,12.348463487481805,0.3980958386241873,0.02282269716994181,1012.126853094501,GPU,1,6
VectorAddition,25118,484.6769479059232,15.993619895558128,0.41980528976222586,0.026305470606544278,1154.5279674309013,GPU,1,6
VectorAddition,31622,627.4022120943702,15.74210115572136,0.4993580744407476,0.02712405587143461,1256.4174771721168,GPU,1,6
VectorAddition,39810,705.8940144908712,21.426045892151755,0.5916068494185209,0.039551691257769014,1193.1809362665103,GPU,1,6
VectorAddition,50118,985.4973821985905,27.173173670914174,0.7030079123791848,0.041687055470157455,1401.8297160602056,GPU,1,6
VectorAddition,63095,104.92636802348486,5.10474609323851,0.23227263695402173,0.007162050055689029,451.7379636252848,GPU,1,6
VectorAddition,79432,155.1396977830672,6.230745827606946,0.267246366452049,0.00972834677371047,580.5119068322424,GPU,1,6
VectorAddition,100000,161.27473496338723,9.153940741391546,0.3514572318208305,0.010361806851976348,458.87442442955205,GPU,1,6
VectorAddition,125892,240.13371432736474,9.20230393568181,0.42968175780718265,0.01242732620906796,558.864112716471,GPU,1,6
VectorAddition,158489,295.3776140720107,12.035048515451162,0.5260191201149428,0.017444506307527006,561.5339876000447,GPU,1,6
VectorAddition,199526,319.19157477695126,18.541396199105964,0.5931442229239638,0.021068555263020244,538.1348455245243,GPU,1,6
VectorAddition,251188,452.20929347303934,19.85794826910919,0.7669291936481339,0.029757442829463646,589.6363017842197,GPU,1,6
VectorAddition,316227,513.0583710790705,29.392353703657168,0.8320109067536282,0.032775451376952536,616.6486123131981,GPU,1,6
VectorAddition,398107,682.7571832578298,28.5290271426415,1.1188594506926621,0.04308781993009195,610.2260501398538,GPU,1,6
VectorAddition,501187,893.4667404183011,38.914406406513976,1.345981889569831,0.03983339252812641,663.8029436665366,GPU,1,6
VectorAddition,630957,122.30166222235435,8.819875956092456,0.703060782252239,0.05910582079821586,173.9560295634238,GPU,1,6
VectorAddition,794328,157.0828009756026,11.46567101406789,0.8258865009568637,0.05319779797136142,190.19901741172433,GPU,1,6
VectorAddition,1000000,169.85734074662312,10.384981352474746,0.9975850855958689,0.09374586264831253,170.26852465939325,GPU,1,6
VectorAddition,1258925,218.90457052775199,18.465592678756057,1.151245497627319,0.11221282498053611,190.1458646126369,GPU,1,6
VectorAddition,1584893,321.1044989178368,23.098904396287352,1.564162939716934,0.0925485664499566,205.28839468345092,GPU,1,6
VectorAddition,1995262,396.4358892630221,20.522128764220614,1.9344534310622818,0.16193978011276491,204.93431524238042,GPU,1,6
VectorAddition,2511886,468.8759405569637,29.932092729020482,2.206042060130014,0.13479544590954823,212.54170490717223,GPU,1,6
VectorAddition,3162277,591.1919397024661,44.6235167032551,2.749089221801844,0.19803676929575864,215.05011005607864,GPU,1,6
VectorAddition,3981071,790.3871135076301,55.52253067956436,3.179351555431507,0.2173480905862393,248.6000996515648,GPU,1,6
VectorAddition,5011872,871.4961902380628,64.56158490816009,3.924138366949401,0.3268152278619499,222.08599920383492,GPU,1,6
VectorAddition,6309573,194.05518694096153,13.609919130843501,7.176245432108067,0.08459199238729737,27.041325269160506,GPU,1,6
VectorAddition,7943282,243.93455311958456,15.751814761519663,7.733726660664597,0.11266056400061297,31.541656929806994,GPU,1,6
VectorAddition,1000,19.407317369057306,0.30521005887517955,0.033418837149898066,0.001657911490694487,580.7298824314868,GPU,1,8
VectorAddition,1258,24.560452498838572,0.3734859016834667,0.037876847176794216,0.0018509359515624722,648.4291679347028,GPU,1,8
VectorAddition,1584,30.529863522208604,0.49714246772101806,0.048264974808304065,0.0027222644743280138,632.5469689659072,GPU,1,8
VectorAddition,1995,37.61491820358238,0.6526149234619635,0.06469490047114365,0.002813056113994599,581.4201417677432,GPU,1,8
VectorAddition,2511,44.43251572660319,0.7783146749549464,0.07100696738300435,0.003111189638331034,625.7486745904628,GPU,1,8
VectorAddition,3162,60.62244857802834,0.9582229117440257,0.08746303470753432,0.003967929232488612,693.1207998984072,GPU,1,8
VectorAddition,3981,78.51278521675872,1.2245994096517592,0.09437603971828702,0.0053217431399888385,831.9143868625956,GPU,1,8
VectorAddition,5011,91.31090374524794,1.308940012371636,0.12992699035712105,0.00673065438465998,702.7862609167516,GPU,1,8
VectorAddition,6309,108.3773043399504,1.6058334262411387,0.14858352518538898,0.007197844624466694,729.4032377057085,GPU,1,8
VectorAddition,7943,141.85370610702876,2.446539867511812,0.177031075914969,0.00860142311509324,801.2926847666196,GPU,1,8
VectorAddition,10000,203.49095875691157,2.7468454770894564,0.20426895152107097,0.010752768642828965,996.191331289625,GPU,1,8
VectorAddition,12589,233.10038827577762,3.9476015885108167,0.25165864355646395,0.012498979319426383,926.2562373442879,GPU,1,8
VectorAddition,15848,315.9544940221777,4.891784045717682,0.3304829428196546,0.015721555020950472,956.0387332746394,GPU,1,8
VectorAddition,19952,335.9710720261381,5.026498393912863,0.36205338453935554,0.018036228810096505,927.960036759766,GPU,1,8
VectorAddition,25118,488.574845575864,7.797971678477233,0.4459660217570586,0.020255528992107398,1095.542758282192,GPU,1,8
VectorAddition,31622,621.169904510162,8.98485066117828,0.5533883336651128,0.027412775736378563,1122.4846400286924,GPU,1,8
VectorAddition,39810,712.3797043608663,10.096280144400568,0.6112943113087658,0.027776821299378925,1165.362888517119,GPU,1,8
VectorAddition,50118,997.2025646592971,16.166022191090118,0.8587720875838633,0.035717350205536236,1161.1958272478382,GPU,1,8
VectorAddition,63095,117.14947488523502,3.5173006972443055,0.20144366525258867,0.0081399195436527,581.5495599642818,GPU,1,8
VectorAddition,79432,125.13287161835878,3.9516763460749607,0.23576653941540934,0.009413536316558202,530.7490703669389,GPU,1,8
VectorAddition,100000,171.41177876172614,5.421745714069015,0.2847484398197268,0.011276194724360955,601.9761824515924,GPU,1,8
VectorAddition,125892,209.71245688855302,7.111715948527894,0.3287346358031756,0.013490480108140133,637.9384282893601,GPU,1,8
VectorAddition,158489,285.0530117500852,7.870179838613306,0.4122229751651061,0.014558398435061922,691.5019999453306,GPU,1,8
VectorAddition,199526,330.36480485127856,9.670237318502494,0.5005814017860504,0.016943238551057435,659.9622032951141,GPU,1,8
VectorAddition,251188,431.88736163673957,11.294191298724874,0.6387966880966168,0.020710469778600717,676.0951797098506,GPU,1,8
VectorAddition,316227,499.74488248447204,17.900088492693328,0.6842919787398318,0.025041418173153567,730.3094264012633,GPU,1,8
VectorAddition,398107,695.9149481296631,18.73544499806225,0.9560329566302835,0.035970838896654665,727.9194125091096,GPU,1,8
VectorAddition,501187,906.0786319722159,30.576591524111596,1.0487533545169172,0.036815063829335096,863.9577914766995,GPU,1,8
VectorAddition,630957,123.7323379637327,13.482483154499414,0.6429995704778708,0.022731536102922043,192.42989209429186,GPU,1,8
VectorAddition,794328,157.0333129006361,19.56029825724699,0.7753941669960167,0.027749942216073454,202.52062703670404,GPU,1,8
